batch,record_id,city,old_level,strictness,amount,teacher_budget_total,request_budget_status,suggested_action,suggested_level,amount_fit_levels,teacher_fit_levels,limited_range,standard_range,comfortable_range,premium_range
budget_supplement_bg503_20260507_overnight,v3_request_011058,三亚,premium,soft,5100,5395,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3500-3900,4200-4900,5100-6300,6600-8700
budget_supplement_bg503_20260507_overnight,v3_request_009062,苏州,comfortable,soft,16600,16628,below,relabel_budget_level_only,standard,standard,,10900-12600,13600-16600,17300-22300,23200-31600
budget_supplement_bg503_20260507_overnight,v3_request_009065,成都,comfortable,soft,6200,5900,below,relabel_budget_level_only,standard,standard,standard,4000-4700,5100-6400,6600-8700,9100-12500
budget_supplement_bg503_20260507_overnight,v3_request_009068,上海,comfortable,soft,14300,13817,below,relabel_level_and_amount_to_teacher_total,standard,,standard,8100-9800,10900-14000,14700-19800,20700-29300
budget_supplement_bg503_20260507_overnight,v3_request_009074,长沙,comfortable,soft,16900,16480,below,relabel_budget_level_only,standard,standard,standard,10400-12500,13800-17500,18400-24700,25700-36200
budget_supplement_bg503_20260507_overnight,v3_request_010072,厦门,premium,soft,14100,13508,below,relabel_budget_level_only,comfortable,comfortable,comfortable,6200-7500,8200-10500,11000-14800,15400-21700
budget_supplement_bg503_20260507_overnight,v3_request_009081,长沙,premium,soft,10100,10100,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5500-6500,7100-9000,9400-12600,13100-18400
budget_supplement_bg503_20260507_overnight,v3_request_009089,厦门,premium,soft,12800,12428,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5800-7000,7800-10100,10600-14300,15000-21300
budget_supplement_bg503_20260507_overnight,v3_request_010093,青岛,premium,soft,14500,13975,below,relabel_budget_level_only,standard,standard,standard,10000-11600,12500-15400,16000-20700,21500-29400
budget_supplement_bg503_20260507_overnight,v3_request_009094,苏州,premium,soft,4500,4500,below,relabel_budget_level_only,standard,standard,standard,3500-3800,4000-4600,4700-5600,5800-7400
budget_supplement_bg503_20260507_overnight,v3_request_010096,杭州,premium,soft,14200,13910,below,relabel_budget_level_only,comfortable,comfortable,comfortable,6300-7700,8500-11000,11500-15700,16400-23300
budget_supplement_bg503_20260507_overnight,v3_request_009100,广州,premium,soft,13000,12649,below,relabel_budget_level_only,standard,standard,standard,8700-10100,10900-13400,14000-18100,18800-25700
budget_supplement_bg503_20260507_overnight,v3_request_009097,杭州,comfortable,soft,24200,23688,below,relabel_budget_level_only,standard,standard,standard,17000-20500,22500-28700,30100-40500,42200-59500
budget_supplement_bg503_20260507_overnight,v3_request_010102,杭州,comfortable,soft,17100,17824,below,relabel_budget_level_only,standard,standard,standard,13300-15100,16100-19200,19900-25100,25900-34600
budget_supplement_bg503_20260507_overnight,v3_request_011106,北京,premium,soft,6500,6272,below,relabel_level_and_amount_to_teacher_total,standard,,standard,4000-4700,5100-6400,6600-8700,9100-12500
budget_supplement_bg503_20260507_overnight,v3_request_011087,上海,comfortable,soft,17800,17380,below,relabel_level_and_amount_to_teacher_total,standard,,standard,9800-12100,13500-17600,18500-25400,26600-38100
budget_supplement_bg503_20260507_overnight,v3_request_009105,武汉,premium,soft,27400,28570,below,relabel_budget_level_only,standard,standard,standard,19700-22400,23900-28700,29700-37600,38900-52000
budget_supplement_bg503_20260507_overnight,v3_request_009114,南京,premium,soft,17500,17984,below,relabel_budget_level_only,standard,standard,,10400-12500,13800-17500,18400-24700,25700-36200
budget_supplement_bg503_20260507_overnight,v3_request_009112,哈尔滨,premium,soft,16700,16348,below,relabel_budget_level_only,standard,standard,standard,12300-13900,14800-17600,18300-23000,23800-31700
budget_supplement_bg503_20260507_overnight,v3_request_010116,深圳,comfortable,soft,12300,12068,below,relabel_budget_level_only,standard,standard,standard,7200-9100,10200-13500,14200-19700,20700-29900
budget_supplement_bg503_20260507_overnight,v3_request_009115,西安,premium,soft,32100,32248,below,relabel_budget_level_only,comfortable,comfortable,comfortable,17800-21300,23300-29600,30900-41300,43000-60300
budget_supplement_bg503_20260507_overnight,v3_request_009119,杭州,premium,soft,16600,17275,below,relabel_budget_level_only,comfortable,comfortable,comfortable,8100-9900,10900-14000,14700-19900,20700-29400
budget_supplement_bg503_20260507_overnight,v3_request_011113,北京,premium,soft,19200,19440,below,relabel_budget_level_only,comfortable,comfortable,comfortable,12000-13800,14900-18200,19000-24500,25400-34600
budget_supplement_bg503_20260507_overnight,v3_request_009128,上海,premium,soft,13700,13700,below,relabel_budget_level_only,comfortable,comfortable,comfortable,6200-7300,8000-10100,10600-14000,14600-20300
budget_supplement_bg503_20260507_overnight,v3_request_010135,成都,premium,soft,13700,13756,below,relabel_budget_level_only,standard,standard,standard,10200-11600,12400-14900,15500-19600,20300-27200
budget_supplement_bg503_20260507_overnight,v3_request_010131,长沙,premium,soft,29400,28820,below,relabel_budget_level_only,comfortable,comfortable,comfortable,14300-16900,18500-23200,24300-32100,33400-46600
budget_supplement_bg503_20260507_overnight,v3_request_010140,广州,premium,soft,14300,14256,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7800-9200,10100-12500,13100-17200,17900-24800
budget_supplement_bg503_20260507_overnight,v3_request_010142,深圳,comfortable,soft,9100,9252,below,relabel_budget_level_only,standard,standard,standard,5200-6600,7400-9900,10400-14600,15200-22100
budget_supplement_bg503_20260507_overnight,v3_request_011136,南京,premium,soft,17200,16564,below,relabel_budget_level_only,comfortable,comfortable,comfortable,9300-10600,11300-13600,14100-17900,18500-24800
budget_supplement_bg503_20260507_overnight,v3_request_011141,北京,premium,soft,24100,24100,below,relabel_budget_level_only,comfortable,comfortable,comfortable,12500-15200,16900-21800,23000-31200,32600-46400
budget_supplement_bg503_20260507_overnight,v3_request_009149,上海,premium,soft,23500,24276,below,relabel_budget_level_only,standard,standard,standard,17600-20400,22000-27000,28100-36400,37800-51600
budget_supplement_bg503_20260507_overnight,v3_request_009153,北京,premium,soft,6500,6416,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3500-4200,4600-5800,6100-8200,8500-12000
budget_supplement_bg503_20260507_overnight,v3_request_009155,成都,comfortable,soft,6800,6542,below,relabel_budget_level_only,limited,limited,limited,6300-6900,7200-8300,8500-10200,10500-13400
budget_supplement_bg503_20260507_overnight,v3_request_010152,西安,premium,soft,11800,11291,below,relabel_budget_level_only,comfortable,comfortable,,6300-7700,8500-11000,11500-15700,16400-23300
budget_supplement_bg503_20260507_overnight,v3_request_009164,南京,comfortable,soft,17700,17400,below,full_request_rebudget_or_regen,comfortable,,,9800-11900,13100-16900,17800-24100,25100-35600
budget_supplement_bg503_20260507_overnight,v3_request_010162,宁波,premium,soft,19500,19440,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7800-9700,10800-14200,15000-20700,21600-31100
budget_supplement_bg503_20260507_overnight,v3_request_009170,哈尔滨,premium,soft,16100,15726,below,relabel_budget_level_only,comfortable,comfortable,comfortable,8500-10400,11500-14900,15700-21400,22300-31800
budget_supplement_bg503_20260507_overnight,v3_request_011166,广州,comfortable,soft,20100,20017,below,relabel_budget_level_only,standard,standard,standard,14300-16000,17000-20100,20800-26000,26900-35500
budget_supplement_bg503_20260507_overnight,v3_request_011172,深圳,premium,soft,6900,6897,below,full_request_rebudget_or_regen,limited,,,6200-6800,7100-8200,8400-10100,10400-13300
budget_supplement_bg503_20260507_overnight,v3_request_010173,深圳,comfortable,soft,20900,20320,below,relabel_budget_level_only,standard,standard,standard,13800-16700,18400-23600,24800-33400,34800-49200
budget_supplement_bg503_20260507_overnight,v3_request_011174,武汉,premium,soft,14800,15408,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7300-9000,10000-13000,13700-18700,19600-28000
budget_supplement_bg503_20260507_overnight,v3_request_010179,哈尔滨,premium,soft,7800,7755,below,relabel_budget_level_only,standard,standard,standard,6700-7200,7600-8500,8700-10300,10600-13200
budget_supplement_bg503_20260507_overnight,v3_request_009185,青岛,premium,soft,14300,14467,below,relabel_budget_level_only,standard,standard,,10200-11400,12200-14400,15000-18700,19400-25700
budget_supplement_bg503_20260507_overnight,v3_request_010188,广州,premium,soft,7800,7746,below,relabel_budget_level_only,comfortable,comfortable,comfortable,4100-4800,5200-6400,6700-8800,9100-12600
budget_supplement_bg503_20260507_overnight,v3_request_011190,深圳,premium,soft,10400,10544,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5800-6700,7200-8900,9200-12000,12500-17100
budget_supplement_bg503_20260507_overnight,v3_request_009191,北京,premium,soft,19600,20284,below,relabel_budget_level_only,comfortable,comfortable,comfortable,11200-13100,14200-17500,18200-23700,24700-33900
budget_supplement_bg503_20260507_overnight,v3_request_010198,南京,premium,soft,22500,22516,below,relabel_budget_level_only,comfortable,comfortable,comfortable,10500-12600,13900-17600,18500-24800,25800-36300
budget_supplement_bg503_20260507_overnight,v3_request_010202,贵阳,premium,soft,4600,4435,below,relabel_budget_level_only,comfortable,comfortable,comfortable,2900-3200,3500-4200,4300-5500,5600-7500
budget_supplement_bg503_20260507_overnight,v3_request_009205,成都,premium,soft,12400,11844,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5400-6500,7200-9300,9800-13200,13800-19500
budget_supplement_bg503_20260507_overnight,v3_request_011199,杭州,premium,soft,12000,12434,below,relabel_budget_level_only,comfortable,comfortable,,5800-6700,7200-8900,9200-12000,12500-17100
budget_supplement_bg503_20260507_overnight,v3_request_010200,杭州,premium,soft,7600,7546,below,relabel_budget_level_only,standard,standard,standard,4400-5500,6100-7900,8300-11500,12000-17100
budget_supplement_bg503_20260507_overnight,v3_request_009208,北京,premium,soft,18200,18504,below,relabel_budget_level_only,comfortable,comfortable,comfortable,10200-11600,12400-14900,15500-19600,20300-27200
budget_supplement_bg503_20260507_overnight,v3_request_011206,昆明,premium,soft,12900,12260,below,relabel_budget_level_only,standard,standard,standard,7800-9400,10300-13200,13800-18500,19300-27200
budget_supplement_bg503_20260507_overnight,v3_request_009209,武汉,premium,soft,8000,8030,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3800-4700,5200-6700,7000-9500,10000-14200
budget_supplement_bg503_20260507_overnight,v3_request_009210,杭州,premium,soft,15200,15228,below,full_request_rebudget_or_regen,standard,,,8800-10700,11800-15100,15800-21300,22300-31500
budget_supplement_bg503_20260507_overnight,v3_request_009211,上海,premium,soft,28300,27252,below,relabel_budget_level_only,comfortable,comfortable,comfortable,14600-16900,18300-22400,23300-30200,31400-42900
budget_supplement_bg503_20260507_overnight,v3_request_009217,长沙,comfortable,soft,5200,5200,below,relabel_budget_level_only,standard,standard,standard,4100-4500,4700-5500,5700-6900,7100-9200
budget_supplement_bg503_20260507_overnight,v3_request_010214,武汉,premium,soft,20900,20104,below,relabel_level_and_amount_to_teacher_total,standard,,standard,13400-15500,16800-20600,21400-27700,28800-39300
budget_supplement_bg503_20260507_overnight,v3_request_011223,成都,comfortable,soft,9400,9640,below,relabel_level_and_amount_to_teacher_total,comfortable,,comfortable,5300-6400,7100-9200,9600-13100,13700-19400
budget_supplement_bg503_20260507_overnight,v3_request_011215,北京,premium,soft,9500,9932,below,relabel_budget_level_only,standard,standard,standard,5700-7100,7900-10400,10900-15100,15800-22700
budget_supplement_bg503_20260507_overnight,v3_request_011220,杭州,premium,soft,8600,8602,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5500-6100,6400-7500,7700-9400,9700-12600
budget_supplement_bg503_20260507_overnight,v3_request_011218,上海,premium,soft,18600,18588,below,full_request_rebudget_or_regen,comfortable,,,10200-12500,13900-18000,18900-25800,27000-38500
budget_supplement_bg503_20260507_overnight,v3_request_010231,丽江,comfortable,soft,13700,14248,below,relabel_budget_level_only,standard,standard,,8100-9800,10800-13800,14500-19600,20400-28800
budget_supplement_bg503_20260507_overnight,v3_request_011230,青岛,comfortable,soft,11000,11296,below,relabel_budget_level_only,standard,standard,standard,7200-8400,9200-11400,11900-15700,16400-22700
budget_supplement_bg503_20260507_overnight,v3_request_009237,苏州,comfortable,soft,15900,15945,below,relabel_budget_level_only,standard,standard,standard,9700-11800,13000-16800,17700-24000,25000-35500
budget_supplement_bg503_20260507_overnight,v3_request_009241,哈尔滨,premium,soft,18400,18055,below,relabel_budget_level_only,comfortable,comfortable,,12300-13900,14800-17600,18300-23000,23800-31700
budget_supplement_bg503_20260507_overnight,v3_request_009244,南京,premium,soft,21300,21273,below,relabel_budget_level_only,comfortable,comfortable,comfortable,12200-13800,14700-17500,18200-22900,23700-31600
budget_supplement_bg503_20260507_overnight,v3_request_010246,广州,premium,soft,21800,22875,below,relabel_budget_level_only,comfortable,comfortable,comfortable,11500-13200,14200-17300,18000-23200,24000-32700
budget_supplement_bg503_20260507_overnight,v3_request_009247,深圳,premium,soft,27900,27898,below,relabel_budget_level_only,comfortable,comfortable,,17400-20200,21800-26800,27900-36200,37600-51400
budget_supplement_bg503_20260507_overnight,v3_request_011250,哈尔滨,premium,soft,6700,6960,below,relabel_budget_level_only,standard,standard,standard,5800-6300,6600-7600,7800-9300,9600-12200
budget_supplement_bg503_20260507_overnight,v3_request_009257,苏州,comfortable,soft,13100,13572,below,full_request_rebudget_or_regen,standard,,,7200-8900,9900-12900,13600-18600,19500-27900
budget_supplement_bg503_20260507_overnight,v3_request_009261,泉州,comfortable,soft,18900,18898,above,relabel_budget_level_only,premium,premium,premium,8100-9600,10400-13000,13500-17800,18500-25700
budget_supplement_bg503_20260507_overnight,v3_request_009260,北京,premium,soft,19700,18898,below,relabel_level_and_amount_to_teacher_total,standard,,standard,13300-15100,16100-19200,19900-25100,25900-34600
budget_supplement_bg503_20260507_overnight,v3_request_009263,广州,premium,soft,16200,16091,below,relabel_budget_level_only,comfortable,comfortable,,10900-12300,13200-15600,16200-20300,21000-27900
budget_supplement_bg503_20260507_overnight,v3_request_010258,天津,premium,soft,17700,18055,below,relabel_budget_level_only,comfortable,comfortable,comfortable,9500-10900,11700-14300,14900-19200,19900-27000
budget_supplement_bg503_20260507_overnight,v3_request_009262,长沙,premium,soft,17800,17295,below,relabel_budget_level_only,comfortable,comfortable,comfortable,8800-10900,12200-16000,16800-23100,24200-34700
budget_supplement_bg503_20260507_overnight,v3_request_011255,长沙,premium,soft,8400,8186,below,relabel_budget_level_only,comfortable,comfortable,,5200-6100,6600-8100,8400-11000,11400-15600
budget_supplement_bg503_20260507_overnight,v3_request_009269,上海,comfortable,soft,13900,14095,below,relabel_budget_level_only,standard,standard,standard,9200-10900,11900-15000,15700-20900,21800-30400
budget_supplement_bg503_20260507_overnight,v3_request_009271,杭州,premium,soft,14800,14190,below,relabel_budget_level_only,standard,standard,standard,10900-12600,13700-16800,17500-22600,23500-32100
budget_supplement_bg503_20260507_overnight,v3_request_009273,深圳,comfortable,soft,9200,9396,below,relabel_budget_level_only,standard,standard,standard,6200-7600,8400-10900,11500-15600,16300-23200
budget_supplement_bg503_20260507_overnight,v3_request_011282,杭州,premium,soft,20700,20784,below,relabel_budget_level_only,comfortable,comfortable,comfortable,12100-14000,15100-18400,19100-24700,25600-34800
budget_supplement_bg503_20260507_overnight,v3_request_011276,北京,premium,soft,17100,17076,below,relabel_budget_level_only,standard,standard,standard,13300-15100,16100-19200,19900-25100,25900-34600
budget_supplement_bg503_20260507_overnight,v3_request_009286,宁波,premium,soft,24500,24095,below,relabel_budget_level_only,comfortable,comfortable,comfortable,13600-15500,16600-20000,20800-26500,27400-36900
budget_supplement_bg503_20260507_overnight,v3_request_009285,深圳,premium,soft,22900,23302,below,relabel_budget_level_only,standard,standard,,15500-17800,19200-23300,24300-31200,32300-43800
budget_supplement_bg503_20260507_overnight,v3_request_010284,武汉,premium,soft,10400,10736,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5200-6500,7200-9500,10000-13800,14400-20700
budget_supplement_bg503_20260507_overnight,v3_request_010292,北京,comfortable,soft,17200,16510,below,relabel_budget_level_only,standard,standard,standard,9700-12000,13400-17500,18400-25300,26500-38000
budget_supplement_bg503_20260507_overnight,v3_request_010290,昆明,comfortable,soft,17800,17420,below,relabel_budget_level_only,standard,standard,standard,13400-15500,16800-20600,21400-27700,28800-39300
budget_supplement_bg503_20260507_overnight,v3_request_009294,南京,premium,soft,13900,13634,below,relabel_budget_level_only,comfortable,comfortable,comfortable,6300-7600,8300-10600,11100-14900,15500-21800
budget_supplement_bg503_20260507_overnight,v3_request_010296,杭州,premium,soft,13900,14399,below,relabel_budget_level_only,standard,standard,standard,10200-11600,12400-14900,15500-19600,20300-27200
budget_supplement_bg503_20260507_overnight,v3_request_010306,杭州,premium,soft,14700,14376,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7300-9200,10300-13600,14300-19800,20700-29900
budget_supplement_bg503_20260507_overnight,v3_request_010305,西安,premium,soft,14400,13801,below,relabel_level_and_amount_to_teacher_total,standard,,standard,8000-9700,10800-13900,14600-19700,20600-29200
budget_supplement_bg503_20260507_overnight,v3_request_010311,苏州,premium,soft,27400,27445,below,relabel_budget_level_only,standard,standard,standard,19700-22400,23900-28700,29700-37600,38900-52000
budget_supplement_bg503_20260507_overnight,v3_request_011301,北京,premium,soft,15200,15750,below,relabel_budget_level_only,comfortable,comfortable,,7500-8600,9300-11400,11800-15300,15900-21600
budget_supplement_bg503_20260507_overnight,v3_request_010310,西安,comfortable,soft,9300,9308,below,relabel_budget_level_only,standard,standard,standard,6000-7100,7700-9500,10000-13100,13600-18800
budget_supplement_bg503_20260507_overnight,v3_request_010304,广州,comfortable,soft,17300,16964,below,relabel_budget_level_only,standard,standard,standard,10200-12500,13900-18000,18900-25800,27000-38500
budget_supplement_bg503_20260507_overnight,v3_request_010316,西安,premium,soft,7100,7116,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3600-4300,4700-6000,6200-8300,8600-12100
budget_supplement_bg503_20260507_overnight,v3_request_010320,广州,premium,soft,7500,7602,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5500-5900,6200-7000,7200-8600,8800-11100
budget_supplement_bg503_20260507_overnight,v3_request_009319,成都,premium,soft,25200,24466,below,relabel_budget_level_only,standard,standard,standard,16300-19700,21800-28000,29400-39700,41400-58700
budget_supplement_bg503_20260507_overnight,v3_request_010314,西安,comfortable,soft,8700,8700,below,relabel_budget_level_only,standard,standard,standard,5800-6800,7300-9000,9300-12100,12600-17200
budget_supplement_bg503_20260507_overnight,v3_request_011312,西安,premium,soft,16300,15756,below,relabel_budget_level_only,standard,standard,standard,9300-11600,12900-17100,18000-24900,26100-37600
budget_supplement_bg503_20260507_overnight,v3_request_010324,杭州,premium,soft,6800,6851,below,relabel_budget_level_only,comfortable,comfortable,comfortable,4700-5200,5500-6300,6500-7900,8100-10400
budget_supplement_bg503_20260507_overnight,v3_request_010326,南京,premium,soft,24700,24855,below,relabel_budget_level_only,comfortable,comfortable,comfortable,15200-17300,18500-22300,23100-29400,30500-41000
budget_supplement_bg503_20260507_overnight,v3_request_009327,哈尔滨,comfortable,soft,17300,17357,below,relabel_budget_level_only,standard,standard,standard,12200-13800,14700-17500,18200-22900,23700-31600
budget_supplement_bg503_20260507_overnight,v3_request_009331,昆明,premium,soft,24300,24360,below,relabel_budget_level_only,comfortable,comfortable,comfortable,12600-15300,16800-21600,22600-30500,31800-44900
budget_supplement_bg503_20260507_overnight,v3_request_009339,南京,premium,soft,7700,7778,below,relabel_budget_level_only,comfortable,comfortable,comfortable,4200-4800,5200-6300,6600-8500,8800-11900
budget_supplement_bg503_20260507_overnight,v3_request_009338,上海,comfortable,soft,22800,21965,below,relabel_budget_level_only,standard,standard,standard,15800-18100,19500-23600,24500-31400,32600-44100
budget_supplement_bg503_20260507_overnight,v3_request_010334,宁波,premium,soft,26400,26366,below,relabel_budget_level_only,comfortable,comfortable,comfortable,14000-16800,18500-23700,24800-33300,34800-49000
budget_supplement_bg503_20260507_overnight,v3_request_011342,广州,premium,soft,12400,12040,below,relabel_budget_level_only,standard,standard,standard,7800-9200,10100-12500,13100-17200,17900-24800
budget_supplement_bg503_20260507_overnight,v3_request_009347,北京,comfortable,soft,9400,9520,below,full_request_rebudget_or_regen,comfortable,,,5300-6400,7100-9200,9600-13100,13700-19400
budget_supplement_bg503_20260507_overnight,v3_request_011346,苏州,comfortable,soft,16400,15920,above,relabel_budget_level_only,premium,premium,,7000-8200,9000-11300,11800-15500,16200-22500
budget_supplement_bg503_20260507_overnight,v3_request_009352,广州,premium,soft,10900,10916,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5300-6400,7100-9200,9600-13100,13700-19400
budget_supplement_bg503_20260507_overnight,v3_request_009353,西安,comfortable,soft,15700,15048,below,relabel_budget_level_only,standard,standard,standard,9500-11400,12500-15800,16500-22100,23000-32200
budget_supplement_bg503_20260507_overnight,v3_request_011360,广州,premium,soft,14600,14642,below,relabel_budget_level_only,standard,standard,standard,10200-11600,12400-14900,15500-19600,20300-27200
budget_supplement_bg503_20260507_overnight,v3_request_011354,深圳,premium,soft,9000,8984,below,relabel_budget_level_only,comfortable,comfortable,comfortable,6300-6900,7200-8300,8500-10200,10500-13400
budget_supplement_bg503_20260507_overnight,v3_request_011356,广州,premium,soft,18000,18640,below,relabel_budget_level_only,standard,standard,standard,11700-13700,15000-18700,19500-25700,26800-37100
budget_supplement_bg503_20260507_overnight,v3_request_010357,宁波,comfortable,soft,12000,12132,below,relabel_budget_level_only,standard,standard,standard,6900-8600,9600-12700,13400-18500,19400-27900
budget_supplement_bg503_20260507_overnight,v3_request_009363,杭州,premium,soft,13900,13260,below,relabel_budget_level_only,comfortable,comfortable,comfortable,7600-8700,9400-11500,12000-15400,16000-21700
budget_supplement_bg503_20260507_overnight,v3_request_010364,北京,comfortable,soft,13200,13385,above,full_request_rebudget_or_regen,comfortable,,,6000-7100,7700-9500,10000-13100,13600-18800
budget_supplement_bg503_20260507_overnight,v3_request_009365,南京,comfortable,soft,17500,17105,below,relabel_budget_level_only,standard,standard,standard,10500-12600,13800-17600,18400-24700,25800-36300
budget_supplement_bg503_20260507_overnight,v3_request_009366,大理,premium,soft,10100,9654,below,relabel_budget_level_only,comfortable,comfortable,comfortable,5500-6500,7100-9000,9400-12600,13100-18400
budget_supplement_bg503_20260507_overnight,v3_request_010368,广州,premium,soft,12500,13022,below,relabel_budget_level_only,standard,standard,standard,7900-9800,10900-14200,14900-20400,21300-30500
budget_supplement_bg503_20260507_overnight,v3_request_010369,苏州,premium,soft,16300,16225,below,relabel_budget_level_only,standard,standard,standard,12200-13800,14700-17500,18200-22900,23700-31600
budget_supplement_bg503_20260507_overnight,v3_request_011358,上海,comfortable,soft,16600,16956,below,relabel_budget_level_only,standard,standard,standard,11500-13800,15200-19300,20200-27100,28300-39800
budget_supplement_bg503_20260507_overnight,v3_request_010375,北京,comfortable,soft,7000,7009,below,relabel_budget_level_only,standard,standard,,5500-5900,6200-7000,7200-8600,8800-11100
budget_supplement_bg503_20260507_overnight,v3_request_009372,北京,premium,soft,21100,21100,below,relabel_budget_level_only,comfortable,comfortable,comfortable,12000-13800,14900-18200,19000-24500,25400-34600
budget_supplement_bg503_20260507_overnight,v3_request_009374,成都,premium,soft,28800,27400,below,relabel_budget_level_only,standard,standard,standard,21600-24500,26200-31400,32500-41200,42600-57000
budget_supplement_bg503_20260507_overnight,v3_request_009376,广州,premium,soft,9100,8734,below,relabel_budget_level_only,comfortable,comfortable,,5300-6200,6800-8400,8800-11500,12000-16600
budget_supplement_bg503_20260507_overnight,v3_request_010371,成都,comfortable,soft,11700,11680,below,relabel_budget_level_only,standard,standard,standard,7800-9200,10000-12500,13000-17200,17900-24800
budget_supplement_bg503_20260507_overnight,v3_request_009382,上海,comfortable,soft,18200,18704,below,relabel_level_and_amount_to_teacher_total,standard,,standard,14600-16900,18300-22400,23300-30200,31400-42900
budget_supplement_bg503_20260507_overnight,v3_request_011373,杭州,premium,soft,19300,20000,below,relabel_budget_level_only,comfortable,comfortable,,10200-11600,12400-14900,15500-19600,20300-27200
budget_supplement_bg503_20260507_overnight,v3_request_011387,苏州,premium,soft,34400,33356,below,relabel_budget_level_only,comfortable,comfortable,comfortable,16500-19600,21500-27200,28500-37900,39500-55200
budget_supplement_bg503_20260507_overnight,v3_request_011393,深圳,comfortable,soft,9400,8970,below,relabel_level_and_amount_to_teacher_total,standard,,standard,5300-6400,7100-9200,9600-13100,13700-19400
budget_supplement_bg503_20260507_overnight,v3_request_009399,深圳,comfortable,soft,7400,7362,below,relabel_budget_level_only,standard,standard,standard,6200-6800,7100-8200,8400-10100,10400-13300
budget_supplement_bg503_20260507_overnight,v3_request_009401,广州,comfortable,soft,8600,9032,below,relabel_budget_level_only,standard,standard,standard,5200-6600,7500-9900,10500-14600,15300-22200
budget_supplement_bg503_20260507_overnight,v3_request_009403,广州,comfortable,soft,9400,9706,below,relabel_level_and_amount_to_teacher_total,comfortable,,comfortable,5300-6400,7100-9200,9600-13100,13700-19400
budget_supplement_bg503_20260507_overnight,v3_request_009407,南京,comfortable,soft,16200,16116,below,relabel_budget_level_only,standard,standard,standard,11100-12800,13800-16800,17500-22500,23400-31800
budget_supplement_bg503_20260507_overnight,v3_request_009410,上海,comfortable,soft,13700,13956,below,relabel_budget_level_only,standard,standard,standard,7900-9800,10900-14200,14900-20400,21300-30500
budget_supplement_bg503_20260507_overnight,v3_request_010411,广州,premium,soft,3900,4016,below,relabel_budget_level_only,standard,standard,comfortable,2700-3100,3300-3900,4000-5100,5200-7000
budget_supplement_bg503_20260507_overnight,v3_request_009413,苏州,premium,soft,13600,13836,below,relabel_budget_level_only,standard,standard,,9400-10700,11400-13700,14200-18000,18600-24900
budget_supplement_bg503_20260507_overnight,v3_request_011412,西安,comfortable,soft,10100,10028,below,relabel_budget_level_only,standard,standard,standard,6200-7600,8400-10900,11500-15600,16300-23200
budget_supplement_bg503_20260507_overnight,v3_request_009418,南京,comfortable,soft,8100,8406,below,relabel_budget_level_only,standard,standard,comfortable,5200-6100,6600-8100,8400-11000,11400-15600
budget_supplement_bg503_20260507_overnight,v3_request_011420,杭州,premium,soft,21500,20444,below,relabel_budget_level_only,comfortable,comfortable,comfortable,11200-13100,14200-17500,18200-23700,24700-33900
budget_supplement_bg503_20260507_overnight,v3_request_010423,广州,premium,soft,24400,24385,below,full_request_rebudget_or_regen,comfortable,,,15800-18100,19500-23600,24500-31400,32600-44100
budget_supplement_bg503_20260507_overnight,v3_request_010424,青岛,premium,soft,8600,8252,below,relabel_budget_level_only,comfortable,comfortable,,5300-6200,6700-8200,8500-11000,11500-15700
budget_supplement_bg503_20260507_overnight,v3_request_009428,昆明,premium,soft,18400,18984,below,relabel_budget_level_only,comfortable,comfortable,comfortable,10400-12500,13700-17500,18300-24600,25700-36200
budget_supplement_bg503_20260507_overnight,v3_request_010431,广州,comfortable,soft,12900,12434,below,relabel_level_and_amount_to_teacher_total,standard,,standard,7800-9200,10000-12500,13000-17200,17900-24800
budget_supplement_bg503_20260507_overnight,v3_request_009434,广州,premium,soft,6600,6676,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3800-4300,4600-5400,5600-6900,7200-9500
budget_supplement_bg503_20260507_overnight,v3_request_011425,北京,premium,soft,7400,7436,below,relabel_budget_level_only,comfortable,comfortable,comfortable,3200-3900,4300-5600,5800-7900,8300-11700
budget_supplement_bg503_20260507_overnight,v3_request_011433,广州,premium,soft,17400,17267,below,relabel_budget_level_only,comfortable,comfortable,comfortable,10300-11700,12500-15000,15500-19700,20400-27300
budget_supplement_bg503_20260507_overnight,v3_request_010432,南京,premium,soft,16900,16900,below,full_request_rebudget_or_regen,standard,,,9500-11600,12900-16700,17500-23800,24800-35300
budget_supplement_bg503_20260507_overnight,v3_request_011430,北京,comfortable,soft,15800,15844,below,relabel_budget_level_only,standard,standard,standard,12000-13800,14900-18200,19000-24500,25400-34600
